countInDegree Node Time
countInDegree 26028 604
countInDegree 9939 602
countInDegree 7164 613
countInDegree 22065 658
countInDegree 27546 605
countInDegree 708 608
countInDegree 19020 602
countInDegree 16194 649
countInDegree 7590 605
countInDegree 2160 645
countInDegree 7089 655
countInDegree 15543 623
countInDegree 6678 610
countInDegree 22986 606
countInDegree 14553 601
countInDegree 15603 624
countInDegree 23892 609
countInDegree 22185 607
countInDegree 10161 608
countInDegree 14187 625
countInDegree 28815 600
countInDegree 16677 612
countInDegree 93 601
countInDegree 84 603
countInDegree 20343 590
countInDegree 23454 643
countInDegree 15471 603
countInDegree 11631 594
countInDegree 20013 609
countInDegree 25176 623
countInDegree 19953 610
countInDegree 19434 672
countInDegree 12525 644
countInDegree 9993 662
countInDegree 11940 600
countInDegree 2712 607
countInDegree 19188 613
countInDegree 26583 610
countInDegree 16062 606
countInDegree 18234 610
countInDegree 9735 588
countInDegree 29847 626
countInDegree 15318 608
countInDegree 15528 644
countInDegree 15474 650
countInDegree 7266 718
countInDegree 12039 597
countInDegree 28761 671
countInDegree 14982 607
countInDegree 3999 608
countInDegree 24225 605
countInDegree 18993 596
countInDegree 25893 586
countInDegree 20643 595
countInDegree 8991 610
countInDegree 18981 594
countInDegree 8913 589
countInDegree 10920 697
countInDegree 12744 614
countInDegree 25905 741
countInDegree 9687 766
countInDegree 6081 609
countInDegree 1833 702
countInDegree 3720 614
countInDegree 15927 594
countInDegree 28884 608
countInDegree 28578 593
countInDegree 20769 608
countInDegree 8616 605
countInDegree 10596 611
countInDegree 7521 603
countInDegree 18378 594
countInDegree 22059 591
countInDegree 5739 587
countInDegree 8766 618
countInDegree 4329 604
countInDegree 28566 662
countInDegree 12456 589
countInDegree 1515 597
countInDegree 4965 600
countInDegree 4731 613
countInDegree 26676 614
countInDegree 28368 792
countInDegree 15672 601
countInDegree 22764 630
countInDegree 23715 606
countInDegree 10740 611
countInDegree 8727 603
countInDegree 5412 595
countInDegree 28302 606
countInDegree 9738 595
countInDegree 7902 596
countInDegree 17028 600
countInDegree 7524 792
countInDegree 17838 924
countInDegree 29394 654
countInDegree 7725 604
countInDegree 21690 693
countInDegree 28383 619
countInDegree 19416 610
countInDegree 66 598
countInDegree 25947 620
countInDegree 17874 611
countInDegree 15153 620
countInDegree 2208 621
countInDegree 11499 610
countInDegree 19704 680
countInDegree 11742 664
countInDegree 10800 588
countInDegree 29406 616
countInDegree 3762 617
countInDegree 2700 638
countInDegree 7425 645
countInDegree 17508 623
countInDegree 15354 660
countInDegree 7272 606
  
countOutDegree Node Time
countOutDegree 756 6484
countOutDegree 22332 626
countOutDegree 1398 431
countOutDegree 5478 351
countOutDegree 1503 350
countOutDegree 8739 327
countOutDegree 2325 336
countOutDegree 28830 341
countOutDegree 25464 330
countOutDegree 369 348
countOutDegree 22416 343
countOutDegree 29337 323
countOutDegree 2760 326
countOutDegree 3015 323
countOutDegree 24687 333
countOutDegree 28050 332
countOutDegree 12630 314
countOutDegree 3828 313
countOutDegree 11352 338
countOutDegree 19650 311
countOutDegree 3351 351
countOutDegree 25758 388
countOutDegree 25941 325
countOutDegree 19437 321
countOutDegree 17457 318
countOutDegree 6240 311
countOutDegree 20565 313
countOutDegree 15912 312
countOutDegree 14952 330
countOutDegree 27072 313
countOutDegree 27624 309
countOutDegree 14505 311
countOutDegree 9141 329
countOutDegree 22113 310
countOutDegree 14703 310
countOutDegree 10830 328
countOutDegree 15918 367
countOutDegree 19746 317
countOutDegree 5910 304
countOutDegree 10083 323
countOutDegree 19611 310
countOutDegree 4620 314
countOutDegree 28938 310
countOutDegree 9768 312
countOutDegree 22821 354
countOutDegree 1299 336
countOutDegree 29715 311
countOutDegree 8376 319
countOutDegree 18291 308
countOutDegree 14751 312
countOutDegree 27378 312
countOutDegree 17010 304
countOutDegree 10176 323
countOutDegree 21354 303
countOutDegree 18399 311
countOutDegree 7491 327
countOutDegree 12381 309
countOutDegree 25641 316
countOutDegree 20949 308
countOutDegree 22938 326
countOutDegree 21288 310
countOutDegree 3411 314
countOutDegree 8397 326
countOutDegree 12687 323
countOutDegree 13341 371
countOutDegree 10401 315
countOutDegree 27462 311
countOutDegree 2163 330
countOutDegree 23595 312
countOutDegree 29196 375
countOutDegree 20940 377
countOutDegree 20160 320
countOutDegree 16359 315
countOutDegree 24006 302
countOutDegree 11034 313
countOutDegree 16026 308
countOutDegree 8313 314
countOutDegree 18804 313
countOutDegree 12798 313
countOutDegree 2535 345
countOutDegree 16821 316
countOutDegree 12660 316
countOutDegree 9804 303
countOutDegree 28656 304
countOutDegree 6162 342
countOutDegree 25962 365
countOutDegree 13182 362
countOutDegree 7857 320
countOutDegree 21546 305
countOutDegree 14397 318
countOutDegree 15399 305
countOutDegree 6060 309
countOutDegree 1926 315
countOutDegree 12906 381
countOutDegree 27306 319
countOutDegree 16335 310
countOutDegree 21132 306
countOutDegree 11559 298
countOutDegree 16275 299
countOutDegree 645 301
countOutDegree 747 303
countOutDegree 18528 308
countOutDegree 28068 308
countOutDegree 29877 348
countOutDegree 21672 348
countOutDegree 8292 309
countOutDegree 5112 302
countOutDegree 8412 309
countOutDegree 21198 300
countOutDegree 3003 339
countOutDegree 29997 305
countOutDegree 17562 309
countOutDegree 19377 376
countOutDegree 14832 309
countOutDegree 8100 305
countOutDegree 6696 308
countOutDegree 5445 301
countOutDegree 13338 295
countOutDegree 2583 310
countOutDegree 27333 303
countOutDegree 9399 367
countOutDegree 7197 364
countOutDegree 28908 304
countOutDegree 2835 380
countOutDegree 29421 422
countOutDegree 26646 393
countOutDegree 4947 407
countOutDegree 18042 395
countOutDegree 13920 308
countOutDegree 7281 298
countOutDegree 20139 305
countOutDegree 22206 304
countOutDegree 26256 308
countOutDegree 21906 311
countOutDegree 4797 304
countOutDegree 4056 309
countOutDegree 2271 321
countOutDegree 4329 326
countOutDegree 20760 304
countOutDegree 22632 311
countOutDegree 28404 317
countOutDegree 22482 295
countOutDegree 18111 303
countOutDegree 3927 374
countOutDegree 28785 423
countOutDegree 18579 417
countOutDegree 20973 387
countOutDegree 26457 329
countOutDegree 3786 325
countOutDegree 2730 313
countOutDegree 20946 304
countOutDegree 21297 299
countOutDegree 12105 325
countOutDegree 12612 304
countOutDegree 23676 322
countOutDegree 1917 307
countOutDegree 26541 310
countOutDegree 12459 412
countOutDegree 14262 306
countOutDegree 13878 299
countOutDegree 8127 308
countOutDegree 27054 299
countOutDegree 12993 310
countOutDegree 3006 303
countOutDegree 9672 298
countOutDegree 4716 305
countOutDegree 13188 308
countOutDegree 27108 301
countOutDegree 27780 303
countOutDegree 24144 383
countOutDegree 534 329
countOutDegree 6921 300
countOutDegree 22065 305
countOutDegree 27717 304
countOutDegree 17850 298
countOutDegree 18648 338
countOutDegree 951 351
countOutDegree 8802 345
countOutDegree 16713 326
countOutDegree 17361 325
countOutDegree 27114 324
countOutDegree 12177 313
countOutDegree 306 311
countOutDegree 24312 308
countOutDegree 29313 297
countOutDegree 18927 305
countOutDegree 24999 314
countOutDegree 27801 314
countOutDegree 27804 319
countOutDegree 22533 321
countOutDegree 22368 302
countOutDegree 1092 303
countOutDegree 23697 306
countOutDegree 8415 316
countOutDegree 20289 319
countOutDegree 17697 398
countOutDegree 17868 338
countOutDegree 444 328
countOutDegree 23019 308
countOutDegree 25695 348
countOutDegree 9945 367
countOutDegree 4218 317
countOutDegree 21342 318
countOutDegree 19353 302
countOutDegree 14592 335
countOutDegree 6900 317
countOutDegree 20295 319
countOutDegree 1494 344
countOutDegree 13215 333
countOutDegree 24891 313
countOutDegree 8274 306
countOutDegree 24375 321
countOutDegree 29706 304
countOutDegree 19215 302
countOutDegree 22443 309
countOutDegree 3951 315
countOutDegree 25557 303
countOutDegree 813 312
countOutDegree 22740 310
countOutDegree 795 317
countOutDegree 3555 305
countOutDegree 24414 338
countOutDegree 16059 312
countOutDegree 22695 309
countOutDegree 618 346
countOutDegree 27864 382
countOutDegree 23547 331
countOutDegree 28341 313
countOutDegree 10848 301
countOutDegree 99 309
countOutDegree 25083 363
countOutDegree 25428 335
countOutDegree 20103 305
countOutDegree 22887 313
countOutDegree 12264 335
countOutDegree 6693 305
