delete Node Time 
delete 7749 232
delete 5031 454
delete 20271 293
delete 20187 215
delete 1932 166
delete 26559 156
delete 5025 176
delete 26280 111
delete 14382 100
delete 12057 99
delete 3708 111
delete 4554 110
delete 1446 100
delete 4101 99
delete 23133 100
delete 7458 110
delete 20226 188
delete 25287 111
delete 29967 110
delete 19803 99
delete 23511 110
delete 5367 100
delete 26226 110
delete 2799 310
delete 16254 322
delete 22365 109
delete 15231 100
delete 11181 99
delete 21867 245
delete 20781 99
delete 23916 111
delete 24708 111
delete 20529 155
delete 7524 133
delete 4887 101
delete 9102 110
delete 15126 279
delete 699 119
delete 1857 110
delete 13047 223
delete 28668 121
delete 17382 111
delete 18957 280
delete 7218 184
delete 23169 290
delete 19311 110
delete 23466 112
delete 21306 288
delete 29193 122
delete 8331 77
delete 14253 110
delete 22812 111
delete 9618 199
delete 6615 274
delete 12702 255
delete 24609 271
delete 25473 271
delete 13668 303
delete 17109 195
delete 16587 258
delete 11154 176
delete 12288 199
delete 22065 300
delete 9390 154
delete 14466 122
delete 291 288
delete 5391 376
delete 7977 267
delete 9135 153
delete 11001 180
delete 25122 209
delete 17880 310
delete 5655 158
delete 8694 117
delete 2589 124
delete 24918 120
delete 23370 566
delete 27279 178
delete 5184 162
delete 10188 113
delete 28191 254
delete 963 252
delete 11313 112
delete 9903 120
delete 11085 112
delete 8934 131
delete 18795 367
delete 25707 186
delete 21417 123
delete 4770 119
delete 14037 125
delete 25728 166
delete 29865 578
delete 10884 142
delete 1560 120
delete 18840 236
delete 16041 162
delete 11412 200
delete 24888 112
delete 11616 155
delete 22827 120
delete 3549 165
delete 17307 353
delete 25656 224
delete 6702 119
delete 10311 165
delete 22530 289
delete 22713 576
delete 8682 176
delete 10191 292
delete 16236 141
delete 23358 177
delete 22125 114
delete 20829 118
delete 19488 165
delete 3858 389
delete 17604 146
delete 4251 130
delete 12654 179
delete 24849 356
delete 18399 163
delete 22161 165
delete 26415 124
delete 6849 118
delete 28452 114
delete 14811 118
delete 2394 370
delete 3777 230
delete 10464 235
delete 2151 263
delete 1182 347
delete 17121 132
delete 11715 207
delete 19002 125
delete 3252 139
delete 26832 215
delete 14385 218
delete 26241 209
delete 15006 227
delete 12483 165
delete 2496 151
delete 3498 115
delete 15828 165
delete 18858 156
delete 18087 162
delete 1068 143
delete 7794 178
delete 28809 113
delete 16275 118
delete 4497 124
delete 18990 118
delete 25443 155
delete 7137 322
delete 20073 126
delete 13104 127
delete 8130 126
delete 834 116
delete 21465 88
delete 4809 155
delete 9828 114
delete 3234 177
delete 21903 118
delete 4605 171
delete 26901 161
delete 29832 126
delete 10716 194
delete 7506 144
delete 14745 126
delete 11280 118
delete 9099 104
delete 19278 128
delete 10062 177
delete 27774 149
delete 26667 211
delete 24615 133
delete 29469 117
delete 4470 115
delete 9786 128
delete 9489 115
delete 13335 117
delete 18297 126
delete 25590 189
delete 23046 304
delete 16074 116
delete 27486 116
delete 16758 116
delete 24939 127
delete 27147 91
delete 759 192
delete 24717 127
delete 1785 228
delete 15804 176
delete 7434 117
delete 5643 127
delete 5067 211
delete 25932 117
delete 9252 127
delete 6801 228
delete 11088 115
delete 4518 206
delete 28755 199
delete 20139 178
delete 25917 128
delete 22413 138
delete 6852 145
delete 10569 115
delete 4173 116
delete 23748 316
delete 27843 128
delete 10989 115
delete 1065 117
delete 4995 119
delete 426 135
delete 25983 188
delete 27174 221
delete 9114 160
delete 23058 116
delete 12492 116
delete 29142 117
delete 23664 162
delete 13023 163
delete 17595 116
delete 29628 116
delete 8706 224
delete 10824 318
delete 96 232
delete 17724 129
delete 17235 232
delete 16494 137
delete 24348 234
delete 13473 177
delete 7764 247
delete 6837 124
delete 21786 167
delete 13050 114
delete 23505 117
delete 16032 177
delete 19383 365
delete 22152 155
delete 8784 180
delete 20412 128
delete 27120 115
delete 13785 166
delete 9297 118
delete 22029 115
delete 6282 118
delete 26205 159
delete 75 128
delete 10392 119
delete 16593 173
delete 1374 117
delete 12396 211
delete 10845 113
delete 28383 118
delete 25662 155
delete 18945 114
delete 18762 173
delete 21444 161
delete 29226 114
delete 20034 117
delete 21171 203
delete 17892 183
delete 3813 114
delete 12792 221
delete 22221 209
delete 14322 129
delete 27849 114
delete 24069 264
delete 18192 208
delete 23118 144
delete 2280 120
delete 22302 124
delete 4317 159
delete 28392 129
delete 19446 333
delete 15099 132
delete 93 78
delete 24408 113
delete 24489 117
delete 3906 113
delete 22677 117
delete 22320 114
delete 4686 401
delete 29562 152
delete 14982 114
delete 22089 130
delete 4815 113
delete 24570 119
delete 8943 258
delete 26103 209
delete 21939 118
delete 9972 115
delete 21168 118
delete 6720 113
delete 16845 178
delete 25191 128
delete 4803 244
delete 20100 158
delete 22281 163
delete 11142 114
delete 4917 154
delete 20817 153
delete 12006 132
delete 15930 178
delete 10035 195
delete 12645 104
delete 1110 100
delete 7419 122
delete 5175 155
delete 20214 109
delete 21855 100
delete 17964 246
delete 27543 108
delete 5865 99
delete 24087 100
delete 8976 188
delete 24150 109
delete 12318 101
delete 28473 98
delete 13020 110
delete 9759 155
delete 11415 111
delete 543 111
delete 6897 200
delete 11082 120
delete 22479 101
delete 15450 221
delete 13527 299
delete 8838 288
delete 10548 174
delete 29880 181
delete 14226 119
delete 20577 100
delete 2565 155
delete 8982 143
delete 12333 265
delete 5325 111
delete 7680 100
delete 25986 99
delete 16530 100
delete 27225 99
delete 26283 243
delete 25395 110
delete 29487 280
delete 14184 140
delete 26121 133
delete 6024 119
delete 29283 143
delete 10902 166
delete 6927 100
delete 12582 119
delete 11940 101
delete 3180 114
delete 16608 228
delete 13401 100
delete 20280 276
delete 24816 110
delete 1116 112
delete 6384 130
delete 24078 156
delete 10452 121
delete 26568 101
delete 26574 130
delete 19806 224
delete 15018 121
delete 540 78
delete 25041 133
delete 9558 110
delete 19215 109
delete 6420 144
delete 28752 210
delete 684 210
delete 14502 146
delete 16860 121
delete 3348 111
delete 18732 132
delete 4827 121
delete 27450 254
delete 9060 178
delete 23691 99
delete 28539 101
delete 6891 99
delete 7671 100
delete 24195 99
delete 10371 167
delete 14769 156
delete 5286 166
delete 23784 142
delete 9900 113
delete 12117 130
delete 28665 113
delete 20142 121
delete 8778 178
delete 16404 112
delete 12180 156
delete 21945 121
delete 15348 121
delete 26187 730
delete 23043 928
delete 18276 109
delete 23607 165
delete 1131 113
delete 8088 119
delete 4728 188
delete 25653 145
delete 20871 188
delete 10584 132
delete 12516 182
delete 27717 251
delete 17610 155
delete 14751 119
delete 23775 113
delete 16008 166
delete 23592 119
delete 10014 113
delete 21126 119
delete 28236 210
delete 23619 310
delete 3540 200
delete 23130 112
delete 29838 119
delete 11382 222
delete 10116 102
delete 23487 109
delete 22932 268
delete 27999 155
delete 11913 119
delete 18438 188
delete 8724 157
delete 1908 197
delete 28341 192
delete 16797 162
delete 1134 114
delete 10647 140
delete 23694 247
delete 23100 175
delete 17271 218
delete 21615 280
delete 24354 211
delete 25251 362
delete 23841 190
delete 20718 131
delete 11730 173
delete 11862 140
delete 23724 119
delete 21087 213
delete 25569 142
delete 17346 112
delete 29025 119
delete 7533 125
delete 12993 218
delete 15039 132
delete 2556 334
delete 21954 158
delete 20022 119
delete 23229 113
delete 15345 222
delete 12327 119
delete 10518 114
delete 15825 223
delete 25527 196
delete 294 123
delete 26652 189
delete 11022 122
delete 15033 118
delete 16806 114
delete 19671 118
delete 17886 244
delete 5460 149
delete 29202 184
delete 639 144
delete 18798 114
delete 27027 118
delete 13167 115
delete 24984 164
delete 25842 189
delete 11196 337
delete 22440 284
delete 6786 154
delete 29085 119
delete 13188 120
delete 28905 104
delete 28434 140
delete 15300 272
delete 21711 161
delete 29373 115
delete 9462 118
delete 10260 124
delete 9501 129
delete 29544 159
delete 6570 118
delete 21108 114
delete 25173 317
delete 25839 184
delete 26172 118
delete 5649 140
delete 11019 148
delete 18807 117
delete 22380 154
delete 24675 115
delete 22878 116
delete 4740 115
delete 29328 118
delete 5280 214
delete 29748 184
delete 7845 178
delete 3030 115
delete 22584 117
delete 23703 126
delete 16263 116
delete 4893 170
delete 7929 106
delete 20547 126
delete 25950 216
delete 9474 127
delete 5640 118
delete 18627 115
delete 15306 188
delete 10038 117
delete 18942 126
delete 25995 117
delete 17844 198
delete 8667 115
delete 12075 215
delete 10977 196
delete 29589 116
delete 27741 127
delete 21621 115
delete 19779 154
delete 9624 116
delete 1455 116
delete 9675 255
delete 28095 117
delete 29082 117
delete 28779 115
delete 17265 116
delete 22437 235
delete 23568 251
delete 11814 115
delete 1143 116
delete 22419 182
delete 8499 212
delete 25467 232
delete 16773 154
delete 5046 116
delete 21234 139
delete 5967 170
delete 18309 116
delete 11223 116
delete 15582 199
delete 22404 127
delete 2172 127
delete 3711 233
delete 11793 181
delete 26100 115
delete 24681 117
delete 14055 228
delete 7590 116
delete 28671 116
delete 13977 116
delete 25989 128
delete 24312 116
delete 11112 116
delete 22287 260
delete 24030 115
delete 25299 162
delete 26922 112
delete 14178 140
delete 9210 126
delete 29169 118
delete 4539 187
delete 21105 248
delete 6366 116
delete 6114 126
delete 6162 117
delete 18243 125
delete 6027 128
delete 13959 211
delete 19611 166
delete 10083 115
delete 3309 147
delete 28929 216
delete 9831 319
delete 24132 114
delete 12213 154
delete 16182 116
delete 25089 116
delete 19314 128
delete 24237 114
delete 19977 241
delete 12015 211
delete 29913 186
delete 28380 115
delete 21384 118
delete 2421 115
delete 25119 156
delete 4806 313
delete 2724 226
delete 14229 113
delete 28314 119
delete 17817 113
delete 3717 152
delete 3153 399
delete 762 165
delete 19449 179
delete 5925 118
delete 14103 191
delete 4500 117
delete 6042 115
delete 12552 117
delete 13590 178
delete 11064 114
delete 9531 130
delete 2106 209
delete 2130 145
delete 6534 247
delete 20457 189
delete 8514 139
delete 28080 115
delete 11652 176
delete 3222 118
delete 573 114
delete 3405 188
delete 5505 77
delete 25203 156
delete 27048 119
delete 19359 168
delete 13572 155
delete 2403 117
delete 17634 214
delete 14118 118
delete 6966 167
delete 9228 113
delete 12021 187
delete 21885 119
delete 3852 112
delete 2850 131
delete 8952 161
delete 23190 116
delete 11676 167
delete 5904 180
delete 21213 277
delete 21252 191
delete 22011 205
delete 20838 311
delete 21957 131
delete 5016 101
delete 10560 129
delete 5877 134
delete 26394 120
delete 27738 112
delete 25671 119
delete 14580 211
delete 11988 135
delete 16470 120
delete 17514 123
delete 14358 131
delete 11094 112
delete 19575 131
delete 14898 112
delete 11904 274
delete 14016 112
delete 29841 120
delete 9951 122
delete 28749 242
delete 5901 112
delete 2868 177
delete 1404 177
delete 24864 191
delete 17238 120
delete 9822 134
delete 2145 132
delete 14739 177
delete 11922 276
delete 21684 167
delete 16302 121
delete 24978 109
delete 23205 102
delete 3855 97
delete 18039 112
delete 18846 278
delete 14295 154
delete 11964 121
delete 6045 334
delete 7650 241
delete 26625 202
delete 18186 165
delete 5808 177
delete 24606 188
delete 15795 112
delete 14895 187
delete 22014 99
delete 1461 133
delete 23364 66
delete 2475 157
delete 23187 163
delete 13542 112
delete 1368 98
delete 23517 290
delete 14418 166
delete 20160 111
delete 10875 111
delete 29631 110
delete 17577 176
delete 26322 189
delete 12594 144
delete 18012 111
delete 14064 210
delete 24429 328
delete 28479 213
delete 3363 99
delete 27300 111
delete 27249 111
delete 6561 155
delete 19512 232
delete 25887 137
delete 1572 172
delete 2268 112
delete 6450 121
delete 17859 123
delete 22371 277
delete 19071 121
delete 1719 287
delete 15261 145
delete 25587 132
delete 7983 123
delete 7905 300
delete 28134 143
delete 28446 266
delete 2790 242
delete 5820 113
delete 18102 119
delete 22173 123
delete 7392 242
delete 16911 111
delete 17979 120
delete 15879 112
delete 26697 120
delete 9402 167
delete 27231 120
delete 13281 194
delete 231 83
delete 513 133
delete 5481 131
delete 28503 156
delete 29214 195
delete 183 157
delete 14193 235
delete 3915 134
delete 11598 120
delete 114 177
delete 20550 102
delete 29046 120
delete 852 124
delete 918 141
delete 6738 213
delete 11127 144
delete 26253 120
delete 6861 113
delete 18135 119
delete 14625 111
delete 2769 86
delete 4920 135
delete 24906 221
delete 28758 119
delete 23790 113
delete 4215 177
delete 17985 230
delete 7611 325
delete 20424 130
delete 3294 128
delete 27030 117
delete 15147 108
delete 8061 76
delete 12591 113
delete 9456 141
delete 10629 254
delete 6828 125
delete 489 229
delete 19425 126
delete 8121 118
delete 6345 181
delete 7563 217
delete 1269 155
delete 20337 124
delete 17391 218
delete 4179 113
delete 12144 118
delete 22422 113
delete 6909 285
delete 17418 123
delete 13422 129
delete 4671 277
delete 11103 116
delete 1416 216
delete 29079 229
delete 24414 168
delete 10521 113
delete 28131 229
delete 22926 115
delete 11325 151
delete 9801 125
delete 390 118
delete 17475 113
delete 69 119
delete 17157 114
delete 528 129
delete 21471 289
delete 11466 135
delete 7197 166
delete 8226 128
delete 7545 126
delete 24225 116
delete 15240 115
delete 27213 165
delete 17193 118
delete 5958 130
delete 1230 204
delete 5082 133
delete 22239 116
delete 12351 126
delete 28416 165
delete 10656 118
delete 3093 115
delete 7497 238
delete 12558 188
delete 4260 115
delete 2988 162
delete 17874 127
delete 28098 132
delete 24915 193
delete 12135 115
delete 16893 316
delete 282 181
delete 14904 118
delete 4296 115
delete 2709 128
delete 20877 115
delete 19077 129
delete 9381 314
delete 12831 133
delete 16449 116
delete 13212 115
delete 18414 116
delete 11427 126
delete 8031 161
delete 5892 159
delete 9933 350
delete 14373 126
delete 29127 116
delete 516 166
delete 15516 115
delete 27648 116
delete 7959 278
delete 29514 177
delete 23121 114
delete 22377 116
delete 29484 114
delete 16572 117
delete 3690 177
delete 19434 86
delete 2226 371
delete 22596 77
delete 966 116
delete 29400 116
delete 20850 128
delete 13986 265
delete 21636 260
delete 25017 192
delete 16707 118
delete 9426 127
delete 9798 309
delete 28881 118
delete 21480 116
delete 6120 155
delete 14817 138
delete 840 116
delete 6642 172
delete 18897 116
delete 23817 155
delete 13788 166
delete 23718 116
delete 23556 177
delete 19017 116
delete 18117 153
delete 20856 131
delete 23403 138
delete 21603 127
delete 9987 138
delete 17187 117
delete 11880 154
delete 15249 116
delete 2742 198
delete 2898 117
delete 25053 125
delete 19128 116
delete 14034 137
delete 17991 361
delete 4842 166
delete 29184 126
delete 8412 116
delete 16059 126
delete 1878 117
delete 26994 114
delete 3504 309
delete 26889 129
delete 7365 181
delete 10338 128
delete 20241 93
delete 15060 118
delete 7113 77
delete 12951 104
delete 10245 388
delete 28509 143
delete 29412 118
delete 17388 114
delete 2856 118
delete 25704 115
delete 4515 255
delete 1197 167
delete 10122 117
delete 13278 136
delete 25878 117
delete 4866 152
delete 28533 92
delete 20148 181
delete 10320 117
delete 2259 177
delete 3054 92
delete 6654 222
delete 17742 139
delete 27348 192
delete 8139 129
delete 24345 77
delete 18804 176
delete 19800 126
delete 17223 117
delete 21975 247
delete 5733 167
delete 8880 129
delete 10341 136
delete 27342 177
delete 11577 116
delete 12360 114
delete 6354 261
delete 26724 144
delete 20094 173
delete 2034 240
delete 9486 200
delete 29211 311
delete 9891 143
delete 26631 130
delete 7431 125
delete 6129 155
delete 29898 129
delete 13215 156
delete 6069 292
delete 2442 151
delete 22095 113
delete 2220 166
delete 5172 118
delete 18378 112
delete 6972 188
delete 18261 118
delete 29802 288
delete 8691 245
delete 28953 179
delete 13740 188
delete 9873 129
delete 11796 115
delete 14883 118
delete 4467 158
delete 3369 320
delete 12894 189
delete 1332 118
delete 10893 219
delete 792 191
delete 27024 113
delete 20277 130
delete 15264 182
delete 16386 118
delete 28713 114
delete 11145 118
delete 4287 134
delete 7056 177
delete 16464 114
delete 12081 208
delete 16878 112
delete 1167 120
delete 3750 112
delete 29739 188
delete 23649 78
delete 21864 118
delete 7125 189
delete 24375 298
delete 25152 113
delete 8043 131
delete 26799 112
delete 18873 120
delete 27540 165
delete 18621 169
delete 6903 155
delete 12741 229
delete 15624 124
delete 5556 120
delete 12003 113
delete 19623 187
delete 28476 112
delete 22662 154
delete 12969 119
delete 27153 114
delete 4791 141
delete 5169 177
delete 20127 266
delete 8988 167
delete 17361 112
delete 13530 120
delete 11967 200
delete 13383 131
delete 22308 289
delete 11076 133
delete 18240 155
delete 14760 141
delete 10863 101
delete 19707 110
delete 17310 101
delete 5328 197
delete 23502 254
delete 26457 167
delete 1926 120
delete 21828 112
delete 23565 121
delete 27507 189
delete 28632 99
delete 12243 101
delete 3375 266
delete 8490 109
delete 13377 100
delete 10167 98
delete 2190 178
delete 4950 111
delete 14499 111
delete 19764 98
delete 25389 256
delete 20298 101
delete 27459 98
delete 18174 100
delete 12660 188
delete 26691 67
delete 19716 121
delete 8493 100
delete 28335 98
delete 9075 143
delete 9810 145
delete 20847 100
delete 18753 239
delete 22395 115
delete 9579 133
delete 711 110
delete 16377 100
delete 23823 110
delete 21723 143
delete 3057 143
delete 22554 162
delete 5562 194
delete 13887 143
delete 27156 121
delete 25290 100
delete 21207 156
delete 9105 232
delete 27252 110
delete 15594 111
delete 11034 99
delete 1044 101
delete 29103 99
delete 25116 100
delete 12321 145
delete 26115 231
delete 9276 254
delete 9186 177
delete 14523 111
delete 20580 122
delete 5214 110
delete 4566 177
delete 10194 111
delete 16863 99
delete 8019 99
delete 22668 110
delete 22578 121
delete 20925 210
delete 16821 99
delete 16050 144
delete 28056 143
delete 16380 98
delete 27087 120
delete 29418 211
delete 6099 142
delete 14238 122
delete 14010 135
delete 2472 330
delete 23907 121
delete 28203 99
delete 20538 111
delete 22974 97
delete 16614 100
delete 25650 111
delete 28818 211
delete 24948 143
delete 16149 124
delete 6375 120
delete 14643 112
delete 7206 153
delete 5121 169
delete 29553 155
delete 6012 186
delete 13506 154
delete 21705 114
delete 15480 255
delete 26940 120
delete 13236 167
delete 6480 186
delete 17550 155
delete 28005 113
delete 1839 153
delete 9603 213
delete 26988 189
delete 24366 133
delete 14955 119
delete 23526 155
delete 2382 115
delete 7200 117
delete 24057 125
delete 29517 340
delete 23604 147
delete 9834 154
delete 7737 118
delete 4968 124
delete 19131 153
delete 8652 176
delete 6 125
delete 17454 118
delete 24474 99
delete 19578 232
delete 16875 114
delete 2733 148
delete 22701 226
delete 4143 114
delete 12381 118
delete 14412 166
delete 1638 214
delete 15714 151
delete 12882 322
delete 11046 154
delete 15819 270
delete 28293 194
delete 24495 169
delete 27138 122
delete 5310 118
delete 29376 134
delete 1158 199
delete 22770 333
delete 3192 196
delete 3993 126
delete 20727 151
delete 6816 126
delete 6291 117
delete 22542 137
delete 4947 151
delete 1164 193
delete 4692 221
delete 17808 129
delete 16500 103
delete 897 119
delete 21789 114
delete 9582 130
delete 20937 176
delete 22167 115
delete 14208 106
delete 13815 159
delete 27312 117
delete 84 87
delete 29292 126
delete 4098 118
delete 14145 199
delete 10941 174
delete 13653 209
delete 8895 173
delete 23004 114
delete 885 77
delete 14079 166
delete 2979 167
delete 10104 117
delete 22104 127
delete 27894 117
delete 26880 115
delete 28734 194
delete 11892 171
delete 2727 155
delete 12828 117
delete 28932 114
delete 27462 116
delete 20385 127
delete 14505 116
delete 12393 116
delete 14367 184
delete 5373 278
delete 5949 114
delete 1293 116
delete 23925 114
delete 23772 117
delete 4524 115
delete 28617 144
delete 21780 128
delete 7401 116
delete 1593 155
delete 4428 205
delete 24018 301
delete 23394 147
delete 27948 116
delete 1299 116
delete 8046 166
delete 20565 159
delete 29598 161
delete 25698 155
delete 5223 117
delete 26925 116
delete 15822 118
delete 378 115
delete 12966 154
delete 10221 118
delete 1524 148
delete 8067 170
delete 7275 173
delete 5139 124
delete 4026 117
delete 17535 165
delete 25188 116
delete 18429 115
delete 26343 160
delete 5805 116
delete 900 115
delete 7302 116
delete 25551 128
delete 270 155
delete 9492 127
delete 24507 210
delete 13683 104
delete 24540 116
delete 25980 116
delete 14487 116
delete 20154 115
delete 24315 155
delete 8166 138
delete 20535 171
delete 1803 227
delete 2028 203
delete 2805 118
delete 813 116
delete 29982 178
delete 5793 155
delete 2574 116
delete 3744 115
delete 26811 117
delete 17355 116
delete 27699 115
delete 3126 127
delete 25206 188
delete 12768 202
delete 23727 213
delete 3297 181
delete 21138 118
delete 26661 126
delete 10389 118
delete 22137 193
delete 13197 135
delete 6588 171
delete 4899 260
delete 9861 227
delete 4455 299
delete 13053 125
delete 22386 117
delete 3225 114
delete 12918 129
delete 6540 115
delete 3927 117
delete 1317 260
delete 7614 162
delete 23547 114
delete 24384 117
delete 597 148
delete 21834 127
delete 12312 115
delete 2649 172
delete 15954 115
delete 29703 154
delete 10869 151
delete 4818 137
delete 25743 128
delete 12579 116
delete 5913 161
delete 15360 125
delete 9570 177
delete 29625 117
delete 7809 115
delete 3447 165
delete 19632 151
delete 1656 154
delete 13947 125
delete 2580 119
delete 8616 266
delete 24627 114
delete 25890 119
delete 29538 115
delete 9141 163
delete 19146 166
delete 13134 115
delete 23553 143
delete 29727 155
delete 6234 118
delete 8376 114
delete 2133 162
delete 9432 129
delete 4698 114
delete 1707 118
delete 27915 113
delete 17622 195
delete 7221 126
delete 25620 262
delete 27906 132
delete 23400 114
delete 2832 119
delete 15069 124
delete 2784 154
delete 18084 162
delete 25815 177
delete 17553 125
delete 2826 119
delete 21726 125
delete 11211 118
delete 1884 278
delete 25179 166
delete 2973 147
delete 22296 166
delete 8013 118
delete 10302 113
delete 24714 118
delete 15897 114
delete 27393 155
delete 2094 277
delete 26511 174
delete 26571 147
delete 6564 140
delete 26985 113
delete 27564 219
delete 18264 267
delete 17160 119
delete 912 114
delete 11985 119
delete 19098 125
delete 5559 373
delete 22779 124
delete 9384 120
delete 26892 124
delete 14157 130
delete 6777 122
delete 9024 121
delete 23307 177
delete 15003 154
delete 17871 114
delete 26556 130
delete 12759 181
delete 6675 216
delete 4293 200
delete 14985 177
delete 12273 113
delete 17943 121
delete 6243 112
delete 29958 142
delete 7899 122
delete 8298 167
delete 20496 276
delete 25245 112
delete 7422 131
delete 9027 112
delete 7950 119
delete 20997 123
delete 22206 165
delete 11100 113
delete 23337 119
delete 19224 190
delete 22194 232
delete 2967 209
delete 8919 155
delete 19458 120
delete 789 111
delete 1548 356
delete 27597 243
delete 7761 155
delete 26358 131
delete 29208 112
delete 15963 120
delete 11622 113
delete 5592 142
delete 10113 111
delete 12900 120
delete 29844 178
delete 9573 200
delete 19431 119
delete 11604 100
delete 13371 143
delete 21201 98
delete 25710 101
delete 26790 244
delete 6630 131
delete 29466 122
delete 23508 120
delete 4275 101
delete 15906 131
delete 14619 99
delete 16131 122
delete 1311 232
delete 11301 99
delete 261 100
delete 16842 99
delete 13701 112
delete 19305 177
delete 19134 132
delete 22941 133
delete 21363 198
delete 29031 112
delete 20286 121
delete 23700 100
delete 10578 110
delete 20472 67
delete 27549 132
delete 24744 145
delete 24957 154
delete 18495 277
delete 18072 110
delete 26673 122
delete 14292 266
delete 15651 257
delete 2043 286
delete 15309 123
delete 20340 100
delete 13323 100
delete 11289 120
delete 17112 188
delete 16689 100
delete 19332 111
delete 2859 99
delete 18720 111
delete 17541 100
delete 2469 109
delete 7338 201
delete 29019 210
delete 9804 99
delete 9978 105
delete 11214 132
delete 13308 104
delete 16152 111
delete 29199 109
delete 18363 100
delete 29757 241
delete 29799 110
delete 16458 222
delete 22593 121
delete 28761 111
delete 19914 120
delete 4302 223
delete 4140 143
delete 9672 169
delete 26025 328
delete 27936 111
delete 21435 170
delete 9399 108
delete 18876 144
delete 558 120
delete 2085 111
delete 25518 121
delete 21345 223
delete 25674 189
delete 10446 98
delete 11673 100
delete 3276 132
delete 9948 132
delete 22536 111
delete 23175 99
delete 23574 244
delete 21831 254
delete 10407 309
delete 19194 157
delete 549 155
delete 17115 234
delete 2976 266
delete 29697 543
delete 9234 287
delete 4116 211
delete 20043 176
delete 18057 280
delete 27975 287
delete 25920 144
delete 20601 188
delete 24213 155
delete 13425 267
delete 27747 231
delete 11526 353
delete 11322 247
delete 14169 214
delete 11559 772
delete 21357 232
delete 25503 332
delete 27525 332
delete 14454 187
delete 7971 221
delete 12108 300
delete 24711 331
delete 14988 191
delete 17601 270
delete 16044 336
delete 28764 355
delete 19962 224
delete 13008 350
delete 7509 202
delete 624 221
delete 28545 155
delete 1377 186
delete 13623 178
delete 6795 321
delete 15690 332
delete 8190 276
delete 14172 344
delete 16290 688
delete 10380 454
delete 16605 411
delete 16467 468
delete 4290 454
delete 20712 353
delete 3396 178
delete 1653 221
delete 12774 311
delete 18576 222
delete 23202 461
delete 8658 210
delete 18741 199
delete 13272 214
delete 12030 485
delete 17658 321
delete 8262 292
delete 17040 217
delete 6768 247
delete 24618 184
delete 29811 366
delete 8355 266
delete 5076 499
delete 11160 256
delete 19260 143
delete 3081 154
delete 29928 181
delete 22467 244
delete 13059 216
delete 25260 225
delete 21627 188
delete 21270 161
delete 4341 170
delete 17301 416
delete 10173 323
delete 26520 158
delete 11979 228
delete 21894 291
delete 15177 205
delete 21291 304
delete 8628 427
delete 14256 524
delete 6315 222
delete 717 262
delete 25515 348
delete 12042 416
delete 11973 265
delete 25272 222
delete 27639 471
delete 3600 483
delete 3810 564
delete 13509 248
delete 23622 205
delete 16317 212
delete 4449 220
delete 16329 350
delete 23880 205
delete 12498 212
delete 15816 186
delete 7704 143
delete 10269 349
delete 22788 199
delete 2127 174
delete 19827 191
delete 28938 283
delete 29760 248
delete 17460 190
delete 16755 116
delete 22683 199
delete 24612 300
delete 708 401
delete 399 356
delete 7710 372
delete 16113 361
delete 17841 193
delete 15387 310
delete 3438 211
delete 16566 326
delete 19812 305
delete 26325 316
delete 29442 221
delete 28371 183
delete 1212 325
delete 7995 396
delete 11532 165
delete 25770 171
delete 17166 199
delete 4227 305
delete 2310 164
delete 16662 268
delete 11928 293
delete 22950 332
delete 24420 268
delete 7191 502
delete 19341 533
delete 8250 410
delete 27360 250
delete 8472 458
delete 13707 176
delete 23319 215
delete 10515 172
delete 5724 333
delete 29463 398
delete 28065 185
delete 16788 204
delete 8847 265
delete 29709 138
delete 11754 116
delete 18651 139
delete 10956 77
delete 2889 115
delete 16104 118
delete 19842 226
delete 23094 165
delete 28797 77
delete 9918 117
delete 3984 125
delete 3177 117
delete 26808 150
delete 4527 127
delete 25347 127
delete 8310 126
delete 3144 183
delete 14901 133
delete 25779 118
delete 3654 144
delete 22035 142
delete 28497 188
delete 22689 248
delete 3924 118
delete 1749 115
delete 11166 187
delete 13863 206
delete 15165 115
delete 19317 206
delete 522 188
delete 26436 115
delete 27114 129
delete 22290 144
delete 25212 115
delete 20505 118
delete 9960 114
delete 21084 254
delete 2778 119
delete 3111 114
delete 7128 118
delete 5817 149
delete 20169 139
delete 7719 125
delete 4161 119
delete 18183 291
delete 28338 140
delete 5625 114
delete 20508 173
delete 8466 266
delete 3732 210
delete 10281 292
delete 10929 151
delete 19725 136
delete 1725 155
delete 15759 163
delete 23322 332
delete 23313 113
delete 25602 119
delete 4278 125
delete 6843 119
delete 9627 100
delete 17151 215
delete 22626 143
delete 14562 167
delete 14100 117
delete 14676 226
delete 14304 118
delete 24498 124
delete 11283 118
delete 29688 137
delete 306 192
delete 25899 168
delete 5907 132
delete 11877 113
delete 28035 144
delete 5127 118
delete 4896 205
delete 4191 198
delete 26349 132
delete 21576 253
delete 15180 189
delete 1953 146
delete 20700 130
delete 15279 213
delete 25302 185
delete 26814 345
delete 14046 153
delete 2076 136
delete 19086 131
delete 678 213
delete 1284 131
delete 10725 208
delete 19566 169
delete 19746 100
delete 5772 103
delete 25032 118
delete 198 167
delete 29601 156
delete 21642 175
delete 17631 77
delete 19461 123
delete 27942 131
delete 19524 112
delete 26268 110
delete 29772 266
delete 4110 154
delete 27159 112
delete 2184 120
delete 765 112
delete 5736 142
delete 10140 233
delete 5709 311
delete 9870 288
delete 24177 513
delete 25176 381
delete 16359 394
delete 16410 151
