delete Node Time 
delete 19761 89
delete 5313 120
delete 21513 101
delete 12861 154
delete 13083 131
delete 1383 101
delete 6213 97
delete 16962 100
delete 13965 98
delete 14871 135
delete 19149 98
delete 12636 101
delete 4224 133
delete 2484 98
delete 21747 112
delete 21672 98
delete 20994 101
delete 20379 108
delete 11031 277
delete 28353 257
delete 29649 200
delete 13170 151
delete 19860 111
delete 20085 210
delete 22188 144
delete 9945 144
delete 21960 111
delete 28515 98
delete 3384 122
delete 12084 109
delete 6930 145
delete 561 367
delete 17358 269
delete 1422 117
delete 29310 120
delete 25005 101
delete 15873 100
delete 22203 99
delete 6456 188
delete 2454 189
delete 20883 187
delete 23913 110
delete 9375 110
delete 15894 111
delete 12474 132
delete 24858 66
delete 9306 99
delete 11514 122
delete 13077 180
delete 28959 186
delete 29286 210
delete 10920 99
delete 8781 111
delete 19797 99
delete 4653 100
delete 13725 132
delete 9744 243
delete 3825 110
delete 3702 100
delete 24594 100
delete 138 99
delete 18531 133
delete 14262 133
delete 11217 99
delete 21933 111
delete 13353 249
delete 26016 260
delete 21591 132
delete 4167 99
delete 4416 156
delete 4431 109
delete 87 110
delete 6066 155
delete 14286 243
delete 18771 112
delete 25668 110
delete 25125 122
delete 5874 110
delete 15273 121
delete 28167 78
delete 18744 221
delete 1338 177
delete 22311 111
delete 28008 110
delete 23892 100
delete 14442 188
delete 21990 274
delete 17739 223
delete 26307 123
delete 6579 121
delete 12747 272
delete 16698 228
delete 9339 265
delete 12744 176
delete 12156 145
delete 7644 222
delete 10419 98
delete 19836 111
delete 14553 166
delete 1509 120
delete 9594 133
delete 26043 120
delete 603 122
delete 15285 109
delete 16158 202
delete 26250 131
delete 24144 154
delete 16635 112
delete 27642 132
delete 27768 211
delete 11634 184
delete 13944 127
delete 24741 109
delete 10932 166
delete 9441 123
delete 14715 109
delete 29787 122
delete 23835 121
delete 13041 122
delete 16203 109
delete 12471 111
delete 4545 231
delete 5187 243
delete 18750 211
delete 5247 232
delete 20649 232
delete 11037 299
delete 21030 119
delete 24837 111
delete 20787 217
delete 25716 127
delete 8217 120
delete 18786 112
delete 22518 218
delete 24006 254
delete 3006 135
delete 23799 112
delete 2865 119
delete 11610 113
delete 17028 89
delete 1221 166
delete 22038 274
delete 4782 123
delete 7233 119
delete 19389 124
delete 22449 119
delete 18099 113
delete 24990 119
delete 14925 112
delete 1875 252
delete 15213 165
delete 24300 125
delete 19119 119
delete 7632 124
delete 25881 119
delete 26688 114
delete 12681 130
delete 12072 112
delete 15810 154
delete 23220 120
delete 17664 274
delete 465 125
delete 7047 113
delete 3432 119
delete 1977 124
delete 15903 177
delete 24201 153
delete 21078 123
delete 4413 285
delete 18 144
delete 28920 113
delete 9921 130
delete 17643 201
delete 23850 118
delete 8292 125
delete 19452 218
delete 15900 182
delete 21807 125
delete 24699 125
delete 24264 154
delete 3945 118
delete 13857 113
delete 10020 133
delete 6006 230
delete 21390 114
delete 19605 117
delete 16299 214
delete 17169 128
delete 240 115
delete 18648 117
delete 25419 116
delete 15927 231
delete 26331 217
delete 13647 154
delete 18348 127
delete 11409 127
delete 2298 116
delete 16830 161
delete 25566 160
delete 15378 127
delete 16383 116
delete 11757 177
delete 4155 151
delete 18927 116
delete 7230 148
delete 11718 148
delete 1587 128
delete 11376 113
delete 24597 154
delete 6855 105
delete 11871 116
delete 20145 117
delete 8958 116
delete 14085 128
delete 28050 116
delete 1341 128
delete 8034 127
delete 13992 154
delete 25500 139
delete 23904 199
delete 8373 148
delete 18078 116
delete 7635 133
delete 3747 117
delete 20421 166
delete 29004 165
delete 2508 127
delete 11841 117
delete 25482 116
delete 17448 116
delete 3990 116
delete 24567 128
delete 18759 203
delete 29862 116
delete 23598 117
delete 24882 116
delete 14547 249
delete 21393 128
delete 17952 115
delete 18123 155
delete 3270 116
delete 28425 138
delete 23361 127
delete 27624 239
delete 25497 221
delete 22869 165
delete 26943 117
delete 17721 115
delete 26010 77
delete 5157 189
delete 13800 350
delete 15792 232
delete 6729 115
delete 2922 117
delete 8169 116
delete 17688 144
delete 29061 172
delete 28329 344
delete 22323 123
delete 17079 120
delete 1905 115
delete 22575 116
delete 20619 159
delete 19785 150
delete 6378 310
delete 984 115
delete 10377 116
delete 27630 116
delete 23232 116
delete 16080 127
delete 24168 117
delete 29277 115
delete 13860 308
delete 13926 158
delete 20880 181
delete 21468 189
delete 20265 201
delete 2427 247
delete 10449 117
delete 1362 299
delete 28089 303
delete 25680 205
delete 24282 225
delete 14670 408
delete 2895 249
delete 22806 177
delete 10950 156
delete 1677 116
delete 29964 114
delete 27243 128
delete 3903 115
delete 20499 119
delete 11778 114
delete 24552 117
delete 5784 115
delete 12189 154
delete 1314 95
delete 5703 125
delete 723 218
delete 11295 132
delete 26535 114
delete 26616 118
delete 18597 126
delete 13662 156
delete 4959 129
delete 936 104
delete 10965 117
delete 16479 190
delete 5394 125
delete 339 129
delete 570 114
delete 27276 166
delete 27903 118
delete 20430 127
delete 14946 117
delete 273 114
delete 24645 107
delete 22473 114
delete 11937 163
delete 27441 132
delete 7371 115
delete 2772 143
delete 3 210
delete 28350 154
delete 23022 117
delete 22845 127
delete 4185 117
delete 21717 169
delete 25845 297
delete 7842 115
delete 636 143
delete 19272 133
delete 20844 128
delete 3672 165
delete 14691 115
delete 702 117
delete 6900 115
delete 26292 205
delete 2250 116
delete 26610 116
delete 1125 127
delete 15522 143
delete 5256 127
delete 10335 104
delete 2664 127
delete 8586 127
delete 14859 118
delete 13269 115
delete 8463 138
delete 6123 116
delete 2538 166
delete 28926 116
delete 12201 126
delete 13557 268
delete 29922 210
delete 23421 192
delete 24126 211
delete 7065 116
delete 12390 117
delete 14667 116
delete 606 239
delete 12126 138
delete 25818 116
delete 13659 177
delete 6321 115
delete 27789 137
delete 11835 161
delete 354 126
delete 9093 117
delete 4935 116
delete 4881 106
delete 8622 155
delete 16533 116
delete 11838 128
delete 5061 126
delete 7941 140
delete 22224 115
delete 4851 179
delete 15924 143
delete 13368 177
delete 28410 299
delete 18915 117
delete 19257 115
delete 25578 128
delete 11565 148
delete 21312 116
delete 14634 167
delete 23805 281
delete 14061 228
delete 12261 292
delete 7521 277
delete 3390 194
delete 888 188
delete 19848 116
delete 1428 116
delete 19593 115
delete 18303 116
delete 27168 203
delete 21183 118
delete 10440 116
delete 6003 117
delete 26310 115
delete 4548 183
delete 24156 412
delete 21810 235
delete 22698 210
delete 20523 249
delete 24270 236
delete 28977 288
delete 600 267
delete 27195 252
delete 18585 233
delete 4113 287
delete 21861 207
delete 23184 211
delete 11769 192
delete 19920 224
delete 12723 230
delete 12408 118
delete 10665 115
delete 7980 118
delete 15105 115
delete 16596 215
delete 18417 203
delete 19857 179
delete 16233 153
delete 15435 119
delete 11010 145
delete 25227 192
delete 23028 328
delete 17262 262
delete 5268 246
delete 3333 201
delete 11460 224
delete 13935 264
delete 25044 175
delete 23247 201
delete 321 121
delete 1788 178
delete 26256 231
delete 27651 422
delete 18093 167
delete 11169 112
delete 20064 119
delete 26514 113
delete 7272 131
delete 19560 114
delete 4047 155
delete 4503 165
delete 22824 209
delete 4092 855
delete 26865 965
delete 14631 253
delete 7617 222
delete 10788 213
delete 14655 175
delete 14370 236
delete 8184 174
delete 14880 122
delete 2406 231
delete 28941 122
delete 26976 266
delete 19095 233
delete 1089 121
delete 7188 111
delete 16584 121
delete 20394 123
delete 1764 244
delete 11529 233
delete 25866 443
delete 12864 110
delete 3408 145
delete 17091 166
delete 9669 132
delete 18231 100
delete 11106 110
delete 18318 100
delete 9858 388
delete 26883 189
delete 8676 186
delete 2223 111
delete 20475 121
delete 18696 122
delete 9549 166
delete 1833 99
delete 12912 100
delete 15996 111
delete 3015 111
delete 21687 111
delete 15510 111
delete 29919 225
delete 14604 184
delete 19110 99
delete 19638 100
delete 9855 265
delete 15258 184
delete 22557 104
delete 5484 122
delete 18168 155
delete 13998 110
delete 3933 110
delete 8436 110
delete 11853 65
delete 22476 122
delete 26850 100
delete 27294 99
delete 1929 110
delete 15243 100
delete 6015 165
delete 3102 122
delete 25071 110
delete 25035 111
delete 27414 110
delete 3576 222
delete 11040 198
delete 20061 145
delete 6609 121
delete 26526 111
delete 26229 144
delete 26913 121
delete 27969 209
delete 2622 199
delete 6417 234
delete 18411 120
delete 11844 110
delete 4200 111
delete 19758 111
delete 15459 122
delete 4857 222
delete 25926 122
delete 26817 154
delete 10479 110
delete 17490 143
delete 27468 190
delete 7695 152
delete 8538 233
delete 11784 110
delete 11790 120
delete 2643 123
delete 17835 131
delete 3195 167
delete 13890 288
delete 28257 188
delete 27588 312
delete 24075 109
delete 29397 111
delete 3609 167
delete 23721 119
delete 891 111
delete 16980 120
delete 2334 124
delete 18567 269
delete 15504 184
delete 4863 122
delete 9231 110
delete 8070 121
delete 10755 122
delete 11346 131
delete 22749 156
delete 27609 123
delete 20679 119
delete 13752 123
delete 18111 120
delete 14445 124
delete 2247 248
delete 18330 172
delete 14874 112
delete 20886 120
delete 17379 113
delete 10575 154
delete 21441 199
delete 20943 179
delete 29904 166
delete 9291 100
delete 16056 120
delete 23256 112
delete 6414 131
delete 2994 123
delete 16005 132
delete 8271 89
delete 26403 120
delete 12693 166
delete 14700 124
delete 14478 220
delete 12822 168
delete 15042 120
delete 27096 123
delete 5574 119
delete 18222 155
delete 4443 112
delete 4662 120
delete 6945 112
delete 17592 119
delete 11274 113
delete 16194 130
delete 9597 164
delete 462 165
delete 3507 137
delete 17865 118
delete 16134 113
delete 25281 118
delete 24162 114
delete 7515 118
delete 9483 114
delete 11556 119
delete 4734 177
delete 12945 125
delete 18237 130
delete 3132 112
delete 11241 130
delete 5163 114
delete 8142 119
delete 17673 214
delete 2217 209
delete 1680 118
delete 12123 115
delete 5604 117
delete 10395 114
delete 26886 118
delete 26409 114
delete 879 119
delete 27171 166
delete 21693 114
delete 11817 118
delete 22620 125
delete 15786 153
delete 27492 156
delete 9000 130
delete 90 77
delete 29889 155
delete 453 113
delete 19047 118
delete 29238 125
delete 13230 157
delete 22305 119
delete 15057 119
delete 15207 77
delete 10053 125
delete 2235 166
delete 15192 118
delete 8508 102
delete 13995 88
delete 11397 119
delete 8235 103
delete 24063 287
delete 14526 155
delete 8238 229
delete 21432 210
delete 17049 114
delete 5028 128
delete 6390 148
delete 23964 117
delete 11703 221
delete 6225 147
delete 25596 77
delete 13344 118
delete 25545 113
delete 14250 118
delete 15288 114
delete 28521 118
delete 12678 211
delete 16137 153
delete 5730 126
delete 12105 172
delete 16368 201
delete 13125 165
delete 5274 115
delete 24900 117
delete 5331 155
delete 24678 126
delete 17676 118
delete 1209 114
delete 6516 117
delete 11439 137
delete 11700 129
delete 27708 159
delete 14979 155
delete 15843 240
delete 975 103
delete 23472 118
delete 19983 114
delete 19689 172
delete 13650 126
delete 933 129
delete 27432 115
delete 7851 117
delete 16512 203
delete 4869 117
delete 16443 114
delete 10653 117
delete 14709 115
delete 23199 264
delete 5433 137
delete 13140 117
delete 18120 115
delete 2166 118
delete 14598 115
delete 14637 128
delete 23541 115
delete 20403 183
delete 14922 288
delete 18501 138
delete 28152 117
delete 13560 138
delete 9423 117
delete 1056 116
delete 13470 154
delete 13224 316
delete 22182 171
delete 22986 117
delete 18273 116
delete 12615 116
delete 10425 116
delete 7314 156
delete 27981 116
delete 2139 127
delete 21564 105
delete 22002 117
delete 2646 143
delete 387 176
delete 25884 115
delete 29175 165
delete 12138 117
delete 15627 115
delete 210 116
delete 3453 139
delete 429 115
delete 2124 117
delete 15597 116
delete 26685 115
delete 13899 210
delete 5109 126
delete 27729 139
delete 20439 195
delete 26658 116
delete 16746 133
delete 11976 116
delete 6198 166
delete 26754 126
delete 26541 265
delete 24624 128
delete 19980 144
delete 7344 116
delete 28614 127
delete 28485 155
delete 14958 116
delete 13290 117
delete 8541 116
delete 19986 167
delete 22716 127
delete 13116 115
delete 5253 127
delete 14025 155
delete 22341 127
delete 20808 116
delete 15135 116
delete 2064 138
delete 9942 116
delete 19170 76
delete 24336 190
delete 22623 174
delete 10758 78
delete 8481 77
delete 25170 129
delete 19956 114
delete 20331 117
delete 22866 116
delete 23280 117
delete 6594 77
delete 13311 127
delete 18459 154
delete 17856 167
delete 19356 120
delete 6885 118
delete 13602 115
delete 8322 118
delete 4575 125
delete 9003 174
delete 24390 166
delete 26706 116
delete 21819 117
delete 27666 145
delete 29886 166
delete 0 591
delete 21450 113
delete 14685 120
delete 16749 123
delete 6126 120
delete 2829 124
delete 7926 242
delete 21414 367
delete 14826 119
delete 21837 114
delete 19197 119
delete 23661 278
delete 12000 177
delete 4068 212
delete 13521 109
delete 14571 145
delete 12066 143
delete 13596 189
delete 12639 112
delete 20244 288
delete 25977 166
delete 20928 119
delete 6924 123
delete 3942 199
delete 1188 120
delete 5856 112
delete 19485 120
delete 19602 166
delete 5535 110
delete 3588 120
delete 6192 212
delete 14094 153
delete 26493 328
delete 17250 184
delete 7683 120
delete 17619 186
delete 2025 125
delete 19683 130
delete 27402 169
delete 6792 131
delete 18654 266
delete 22176 246
delete 15363 119
delete 14490 112
delete 3462 119
delete 14463 78
delete 8025 113
delete 27690 118
delete 28407 177
delete 22131 166
delete 8859 124
delete 10374 125
delete 24774 204
delete 23424 202
delete 10905 119
delete 11640 430
delete 20757 125
delete 25083 119
delete 21897 134
delete 22881 119
delete 11292 112
delete 5955 120
delete 17982 124
delete 5763 154
delete 19533 76
delete 27003 119
delete 16764 124
delete 12060 152
delete 17277 124
delete 8073 151
delete 14127 113
delete 16023 155
delete 21888 118
delete 27987 125
delete 8751 119
delete 13866 302
delete 3480 117
delete 20250 114
delete 23697 76
delete 7098 154
delete 22653 77
delete 29181 77
delete 20076 107
delete 19950 114
delete 27063 176
delete 18867 174
delete 13764 113
delete 5544 130
delete 7173 202
delete 24828 178
delete 10176 410
delete 20733 151
delete 26838 166
delete 28839 114
delete 8208 137
delete 24024 139
delete 23355 119
delete 1092 114
delete 4488 118
delete 23769 125
delete 18699 188
delete 18717 245
delete 18591 110
delete 3648 118
delete 5970 114
delete 9702 188
delete 4356 304
delete 23298 256
delete 9030 178
delete 7356 192
delete 11436 141
delete 26916 142
delete 28773 114
delete 2154 117
delete 11004 125
delete 27165 117
delete 11934 115
delete 4710 118
delete 15198 125
delete 12891 118
delete 22146 115
delete 11244 195
delete 696 114
delete 21771 86
delete 28260 77
delete 24297 117
delete 8430 126
delete 16626 117
delete 219 114
delete 5241 117
delete 15645 156
delete 23445 114
delete 4419 153
delete 11982 128
delete 29550 126
delete 15153 117
delete 17424 178
delete 6138 127
delete 27009 220
delete 18888 139
delete 25677 116
delete 24333 116
delete 20322 181
delete 19938 117
delete 12606 117
delete 26142 144
delete 8712 132
delete 25059 116
delete 11694 228
delete 1218 116
delete 22383 115
delete 19203 182
delete 13461 359
delete 28272 116
delete 23376 116
delete 25380 117
delete 27387 214
delete 28206 189
delete 1191 116
delete 4212 115
delete 6933 166
delete 7407 116
delete 11256 137
delete 4914 278
delete 6204 201
delete 4617 151
delete 12147 154
delete 11385 144
delete 27396 116
delete 4401 116
delete 8469 253
delete 12372 192
delete 6624 166
delete 22695 115
delete 4041 126
delete 5094 115
delete 279 192
delete 4689 128
delete 7317 99
delete 21948 126
delete 9132 167
delete 18105 116
delete 2412 116
delete 17904 77
delete 22746 138
delete 28620 227
delete 8649 116
delete 29478 136
delete 3486 219
delete 2400 138
delete 23001 116
delete 1599 175
delete 4380 117
delete 1488 144
delete 1716 77
delete 24045 115
delete 17283 227
delete 28074 116
delete 27363 172
delete 13941 115
delete 747 126
delete 20907 127
delete 20754 94
delete 18294 115
delete 1743 182
delete 267 115
delete 177 166
delete 28179 176
delete 22101 167
delete 5337 128
delete 21186 125
delete 24342 156
delete 28389 77
delete 29295 353
delete 12270 118
delete 21882 156
delete 384 77
delete 21750 118
delete 8328 163
delete 3345 166
delete 19899 139
delete 29535 188
delete 13326 203
delete 26451 208
delete 25965 264
delete 26463 115
delete 7989 118
delete 22506 155
delete 24750 121
delete 4458 115
delete 20982 116
delete 15909 88
delete 28554 311
delete 1863 126
delete 4506 129
delete 27819 115
delete 786 118
delete 7077 114
delete 28623 118
delete 19401 115
delete 4986 188
delete 23919 155
delete 21351 117
delete 3042 115
delete 13731 118
delete 7425 259
delete 28461 303
delete 22851 137
delete 21795 115
delete 29817 131
delete 17208 118
delete 23016 116
delete 14007 173
delete 22005 243
delete 504 413
delete 17772 118
delete 4650 113
delete 7032 118
delete 20220 155
delete 17274 114
delete 3795 177
delete 21666 272
delete 26271 114
delete 6363 130
delete 19023 154
delete 6000 155
delete 27513 115
delete 27093 188
delete 13695 330
delete 8196 246
delete 17973 197
delete 28950 191
delete 13365 130
delete 18360 115
delete 5721 267
delete 6051 154
delete 8160 144
delete 14031 118
delete 17718 155
delete 7374 125
delete 5853 152
delete 21147 114
delete 9168 340
delete 7248 124
delete 18171 212
delete 3861 132
delete 13893 130
delete 28563 166
delete 14349 133
delete 2121 227
delete 23991 141
delete 20859 155
delete 27606 120
delete 18030 113
delete 3834 175
delete 28368 178
delete 5160 114
delete 16515 218
delete 3633 155
delete 17436 114
delete 22083 164
delete 6036 142
delete 15219 113
delete 2244 118
delete 28278 77
delete 27060 114
delete 20991 142
delete 19902 155
delete 25425 180
delete 18792 120
delete 17829 279
delete 17280 132
delete 19065 123
delete 9633 155
delete 20904 175
delete 3279 112
delete 7416 120
delete 10866 103
delete 22956 130
delete 3531 123
delete 2202 121
delete 14022 112
delete 13014 199
delete 28053 120
delete 24801 124
delete 4236 120
delete 25143 123
delete 6174 120
delete 29529 135
delete 27357 88
delete 19653 298
delete 13734 112
delete 16266 119
delete 26028 124
delete 17403 121
delete 10098 112
delete 29655 120
delete 4632 170
delete 15342 163
delete 5979 120
delete 6147 112
delete 21189 121
delete 12888 279
delete 7539 231
delete 25962 167
delete 29523 220
delete 21702 123
delete 4326 133
delete 16077 221
delete 26013 132
delete 24003 88
delete 11352 384
delete 1911 181
delete 21699 131
delete 5988 166
delete 11919 143
delete 16998 123
delete 18672 189
delete 11802 267
delete 22761 187
delete 20070 189
delete 10974 122
delete 28983 131
delete 22659 177
delete 28710 111
delete 3357 131
delete 14517 113
delete 5682 298
delete 14730 201
delete 18903 187
delete 14181 132
delete 25275 121
delete 29676 167
delete 8091 160
delete 2667 184
delete 27438 121
delete 22608 188
delete 7287 239
delete 20703 161
delete 1395 110
delete 23970 122
delete 20004 121
delete 2595 112
delete 4812 77
delete 17655 154
delete 16896 120
delete 21792 190
delete 10332 153
delete 9138 112
delete 7557 121
delete 20955 112
delete 24243 122
delete 4134 143
delete 19584 112
delete 13149 176
delete 25098 111
delete 10746 121
delete 18372 157
delete 29583 120
delete 21153 111
delete 9369 177
delete 18300 222
delete 22455 132
delete 13392 88
delete 14043 255
delete 28560 134
delete 23412 165
delete 22026 200
delete 28602 119
delete 6132 113
delete 26700 121
delete 4923 279
delete 27636 119
delete 29235 202
delete 6993 120
delete 2835 112
delete 4761 121
delete 10254 112
delete 18351 77
delete 15999 132
delete 26328 112
delete 20355 249
delete 20448 112
delete 5886 135
delete 25068 130
delete 1041 135
delete 26019 163
delete 19155 113
delete 15462 209
delete 16959 124
delete 19881 120
delete 29670 113
delete 25617 119
delete 15384 167
delete 2673 292
delete 28323 159
delete 12228 113
delete 17253 176
delete 7818 173
delete 6867 218
delete 13185 230
delete 28815 210
delete 3849 78
delete 14736 113
delete 15885 120
delete 2676 201
delete 18537 121
delete 16629 124
delete 20625 218
delete 11340 224
delete 26649 112
delete 27801 119
delete 16071 114
delete 5973 145
delete 28296 165
delete 7020 178
delete 24393 154
delete 10134 107
delete 16020 124
delete 1611 141
delete 5079 125
delete 19080 175
delete 7542 180
delete 17088 185
delete 1950 113
delete 14937 119
delete 29289 77
delete 18063 125
delete 29388 120
delete 15981 124
delete 4038 222
delete 2964 286
delete 13182 114
delete 5868 118
delete 17958 114
delete 20163 119
delete 18525 170
delete 11568 119
delete 28437 130
delete 18420 217
delete 11055 118
delete 14070 126
delete 9045 118
delete 10119 147
delete 17523 119
delete 19329 136
delete 6339 118
delete 11496 167
delete 1413 115
delete 11799 118
delete 9984 114
delete 7665 162
delete 16803 199
delete 5091 114
delete 21150 207
delete 14577 125
delete 14952 117
delete 22446 160
delete 21498 120
delete 23613 78
delete 26553 117
delete 15765 113
delete 5787 222
delete 1968 129
delete 24687 114
delete 21027 173
delete 6336 137
delete 17709 142
delete 501 112
delete 1695 166
delete 10308 165
delete 23499 117
delete 29820 176
delete 18864 126
delete 3696 121
delete 18249 112
delete 5100 116
delete 2943 126
delete 7035 227
delete 17085 167
delete 2904 192
delete 29895 140
delete 29016 114
delete 20559 118
delete 11955 114
delete 12339 196
delete 12666 146
delete 459 173
delete 9363 115
delete 9546 128
delete 20604 332
delete 25863 204
delete 28833 117
delete 29604 158
delete 22857 112
delete 4050 155
delete 27246 140
delete 6411 115
delete 15987 154
delete 29424 185
delete 13026 114
delete 24831 129
delete 20634 80
delete 10785 111
delete 10353 117
delete 1275 115
delete 6144 127
delete 23571 159
delete 10362 117
delete 9267 170
delete 26445 217
delete 22500 210
delete 2691 227
delete 14277 159
delete 24522 244
delete 21645 117
delete 726 127
delete 8406 116
delete 5679 115
delete 19989 173
delete 15315 165
delete 1974 115
delete 15780 160
delete 1761 116
delete 26118 77
delete 9330 117
delete 17289 161
delete 20952 116
delete 12714 205
delete 26604 116
delete 7791 116
delete 6189 144
delete 17940 184
delete 27603 276
delete 3978 117
delete 552 154
delete 23076 116
delete 6633 116
delete 21606 127
delete 13911 116
delete 14052 182
delete 19743 177
delete 14235 155
delete 10110 115
delete 15603 118
delete 12297 115
delete 20571 128
delete 24405 176
delete 27594 116
delete 18333 115
delete 15438 166
delete 17451 115
delete 12378 115
delete 14316 118
delete 3699 77
delete 29034 144
delete 14457 161
delete 4701 132
delete 13227 127
delete 18018 155
delete 25329 114
delete 24966 117
delete 14781 221
delete 4266 116
delete 1242 115
delete 27804 127
delete 29307 155
delete 8418 116
delete 7572 133
delete 29190 176
delete 24435 116
delete 648 205
delete 27861 115
delete 21561 117
delete 13362 193
delete 4890 116
delete 5271 183
delete 29370 116
delete 12294 127
delete 13773 205
delete 7788 116
delete 12204 112
delete 17850 171
delete 16062 249
delete 11709 116
delete 26097 115
delete 10158 78
delete 21 77
delete 16107 129
delete 28302 114
delete 1122 206
delete 14115 155
delete 2640 128
delete 6348 115
delete 1419 127
delete 17517 116
delete 20046 117
delete 9174 116
delete 8211 177
delete 28467 116
delete 5319 115
delete 23082 139
delete 24453 121
delete 7860 122
delete 2361 115
delete 5463 177
delete 19680 155
delete 13611 158
delete 19056 117
delete 11886 115
delete 7086 130
delete 16935 114
delete 11013 268
delete 6327 195
delete 16905 188
delete 19248 114
delete 1629 217
delete 17229 149
delete 25611 106
delete 2739 166
delete 10443 134
delete 15918 121
delete 2703 284
delete 6669 358
delete 7239 210
delete 8223 122
delete 12648 114
delete 8502 130
delete 19059 189
delete 17397 287
delete 13761 122
delete 23013 191
delete 393 119
delete 10878 113
delete 11910 119
delete 11607 343
delete 11418 192
delete 12849 165
delete 156 134
delete 25146 178
delete 4677 171
delete 5517 103
delete 27111 140
delete 18780 113
delete 24921 118
delete 9678 223
delete 21420 120
delete 15318 189
delete 15432 114
delete 26508 238
delete 22767 134
delete 26757 155
delete 16644 124
delete 10620 153
delete 24123 132
delete 14829 114
delete 15612 118
delete 20841 126
delete 4437 153
delete 25428 266
delete 26517 241
delete 17898 122
delete 15132 222
delete 1920 130
delete 14652 212
delete 5616 142
delete 25386 243
delete 22629 78
delete 27570 113
delete 8775 130
delete 78 77
delete 8826 113
delete 10992 129
delete 10041 214
delete 11070 131
delete 6666 119
delete 11601 134
delete 29661 130
delete 15636 112
delete 29835 119
delete 23532 225
delete 10836 176
delete 19371 119
delete 22839 113
delete 25464 119
delete 18336 112
delete 28299 131
delete 10068 143
delete 16611 188
delete 20343 77
delete 28635 114
delete 29493 131
delete 12174 167
delete 807 119
delete 9147 112
delete 11406 164
delete 26607 155
delete 10275 112
delete 4494 119
delete 5238 123
delete 3951 131
delete 21159 156
delete 17928 175
delete 28140 311
delete 28185 120
delete 18432 113
delete 16128 131
delete 25767 76
delete 14139 155
delete 165 133
delete 5694 135
delete 25902 282
delete 15531 82
delete 7062 119
delete 1305 123
delete 2481 120
delete 9696 201
delete 29451 119
delete 23439 123
delete 2505 209
delete 18015 165
delete 909 111
delete 27888 176
delete 13293 112
delete 16350 132
delete 15609 88
delete 1530 134
delete 15084 155
delete 23820 132
delete 7116 111
delete 6765 189
delete 20895 121
delete 23193 77
delete 28698 148
delete 23154 294
delete 9009 389
delete 17331 143
delete 17760 142
delete 21966 157
delete 29301 232
delete 11946 123
delete 222 188
delete 11574 133
delete 4854 132
delete 23928 121
delete 180 99
delete 22998 133
delete 20478 177
delete 28413 232
delete 7449 111
delete 9495 244
delete 4188 111
delete 26412 132
delete 12093 112
delete 36 144
delete 23865 132
delete 7386 100
delete 7311 132
delete 5010 278
delete 27471 121
delete 29154 112
delete 27657 255
delete 20229 143
delete 26781 132
delete 15960 111
delete 6072 120
delete 29070 67
delete 19557 122
delete 22359 177
delete 7938 153
delete 10719 123
delete 10467 99
delete 24 77
delete 20310 99
delete 12543 111
delete 1149 154
delete 7224 354
delete 13338 166
delete 26619 101
delete 29007 100
delete 18894 111
delete 21423 133
delete 7185 143
delete 4749 289
delete 1485 276
delete 24246 170
delete 25593 74
delete 7953 100
delete 7656 155
delete 10488 122
delete 5385 110
delete 1392 155
delete 20694 77
delete 23859 122
delete 22527 121
delete 10227 111
delete 13632 156
delete 3618 164
delete 27435 132
delete 29241 178
delete 3894 111
delete 27495 109
delete 14133 144
delete 6906 226
delete 6732 159
delete 9816 144
delete 12840 199
delete 10947 121
delete 10650 111
delete 24228 131
delete 13464 166
delete 12384 114
delete 23481 209
delete 18756 312
delete 9447 211
delete 24039 163
delete 3036 122
delete 15168 131
delete 1812 135
delete 8544 132
delete 29421 230
delete 11958 157
delete 10800 187
delete 14415 113
delete 16722 118
delete 3606 113
delete 25584 118
delete 22896 155
delete 11358 112
delete 22611 186
delete 2616 124
delete 18681 118
delete 13305 113
delete 6216 130
delete 24189 88
delete 26772 155
delete 23670 356
delete 15399 142
delete 21678 180
delete 22971 119
delete 42 114
delete 7473 154
delete 4848 174
delete 14451 279
delete 54 190
delete 27447 176
delete 16053 164
delete 15498 234
delete 6870 220
delete 6387 200
delete 1161 230
delete 10368 342
delete 10791 137
delete 5334 306
delete 24732 169
delete 13275 118
delete 3459 115
delete 24351 88
delete 29622 222
delete 5532 140
delete 29067 301
delete 22362 129
delete 26337 115
delete 24198 77
delete 24753 112
delete 24528 184
delete 16665 114
delete 729 118
delete 5766 328
delete 10305 118
delete 20091 162
delete 9879 125
delete 27033 155
delete 16344 128
delete 9285 114
delete 27477 119
delete 6762 268
delete 2100 185
delete 8535 154
delete 27558 114
delete 27750 118
delete 25830 113
delete 23142 129
delete 4644 113
delete 21873 143
delete 28173 144
delete 483 177
delete 14379 117
delete 21543 114
delete 17994 117
delete 28305 115
delete 7638 117
delete 12150 166
delete 14556 77
delete 2355 115
delete 7713 216
delete 24696 365
delete 10683 248
delete 8118 129
delete 4569 77
delete 22995 126
delete 13674 155
delete 17406 117
delete 9840 115
delete 26352 129
delete 28182 209
delete 28605 114
delete 14313 117
delete 13950 314
delete 19020 118
delete 14673 114
delete 29445 121
delete 18354 118
delete 25368 115
delete 26745 129
delete 18246 115
delete 2343 118
delete 3870 177
delete 1650 159
delete 25581 132
delete 6444 271
delete 29742 116
delete 12978 115
delete 29937 133
delete 5598 176
delete 5688 177
delete 20055 116
delete 29988 226
delete 7257 224
delete 3594 130
delete 16740 171
delete 28803 105
delete 7164 237
