insert Node PortIn PortOut Time
insert 56406 56406_IN 56406_OUT 220
insert 50145 50145_IN 50145_OUT 197
insert 56895 56895_IN 56895_OUT 104
insert 42444 42444_IN 42444_OUT 92
insert 56790 56790_IN 56790_OUT 104
insert 59367 59367_IN 59367_OUT 116
insert 57795 57795_IN 57795_OUT 104
insert 55140 55140_IN 55140_OUT 96
insert 49080 49080_IN 49080_OUT 104
insert 52719 52719_IN 52719_OUT 96
insert 54588 54588_IN 54588_OUT 147
insert 57336 57336_IN 57336_OUT 180
insert 33072 33072_IN 33072_OUT 188
insert 46950 46950_IN 46950_OUT 129
insert 42672 42672_IN 42672_OUT 144
insert 30456 30456_IN 30456_OUT 132
insert 52494 52494_IN 52494_OUT 124
insert 57468 57468_IN 57468_OUT 164
insert 48672 48672_IN 48672_OUT 128
insert 36672 36672_IN 36672_OUT 152
insert 58950 58950_IN 58950_OUT 91
insert 52320 52320_IN 52320_OUT 104
insert 46452 46452_IN 46452_OUT 116
insert 58863 58863_IN 58863_OUT 112
insert 32466 32466_IN 32466_OUT 117
insert 46632 46632_IN 46632_OUT 248
insert 54648 54648_IN 54648_OUT 104
insert 38316 38316_IN 38316_OUT 109
insert 44538 44538_IN 44538_OUT 102
insert 41301 41301_IN 41301_OUT 96
insert 35874 35874_IN 35874_OUT 104
insert 34038 34038_IN 34038_OUT 96
insert 51852 51852_IN 51852_OUT 104
insert 42570 42570_IN 42570_OUT 145
insert 32934 32934_IN 32934_OUT 132
insert 46773 46773_IN 46773_OUT 96
insert 43383 43383_IN 43383_OUT 116
insert 33417 33417_IN 33417_OUT 96
insert 49971 49971_IN 49971_OUT 104
insert 51381 51381_IN 51381_OUT 104
insert 40959 40959_IN 40959_OUT 104
insert 57081 57081_IN 57081_OUT 92
insert 40884 40884_IN 40884_OUT 104
insert 44583 44583_IN 44583_OUT 180
insert 45285 45285_IN 45285_OUT 116
insert 40278 40278_IN 40278_OUT 124
insert 37776 37776_IN 37776_OUT 119
insert 56880 56880_IN 56880_OUT 116
insert 33786 33786_IN 33786_OUT 117
insert 40026 40026_IN 40026_OUT 116
insert 42648 42648_IN 42648_OUT 180
insert 38976 38976_IN 38976_OUT 104
insert 31383 31383_IN 31383_OUT 104
insert 55698 55698_IN 55698_OUT 104
insert 33042 33042_IN 33042_OUT 104
insert 58572 58572_IN 58572_OUT 132
insert 54414 54414_IN 54414_OUT 140
insert 34170 34170_IN 34170_OUT 116
insert 59445 59445_IN 59445_OUT 119
insert 58155 58155_IN 58155_OUT 220
insert 49638 49638_IN 49638_OUT 145
insert 55446 55446_IN 55446_OUT 104
insert 45696 45696_IN 45696_OUT 120
insert 34887 34887_IN 34887_OUT 104
insert 34773 34773_IN 34773_OUT 96
insert 34185 34185_IN 34185_OUT 104
insert 42246 42246_IN 42246_OUT 92
insert 38730 38730_IN 38730_OUT 152
insert 43611 43611_IN 43611_OUT 128
insert 59646 59646_IN 59646_OUT 124
insert 33780 33780_IN 33780_OUT 128
insert 37038 37038_IN 37038_OUT 112
insert 34407 34407_IN 34407_OUT 156
insert 57189 57189_IN 57189_OUT 96
insert 48156 48156_IN 48156_OUT 104
insert 52356 52356_IN 52356_OUT 168
insert 35574 35574_IN 35574_OUT 188
insert 41631 41631_IN 41631_OUT 140
insert 49218 49218_IN 49218_OUT 104
insert 56121 56121_IN 56121_OUT 96
insert 57486 57486_IN 57486_OUT 120
insert 35844 35844_IN 35844_OUT 144
insert 40734 40734_IN 40734_OUT 384
insert 42156 42156_IN 42156_OUT 100
insert 40980 40980_IN 40980_OUT 120
insert 59859 59859_IN 59859_OUT 104
insert 40455 40455_IN 40455_OUT 96
insert 58953 58953_IN 58953_OUT 104
insert 54321 54321_IN 54321_OUT 96
insert 54567 54567_IN 54567_OUT 128
insert 46029 46029_IN 46029_OUT 132
insert 42585 42585_IN 42585_OUT 196
insert 54429 54429_IN 54429_OUT 148
insert 58251 58251_IN 58251_OUT 96
insert 59823 59823_IN 59823_OUT 104
insert 51366 51366_IN 51366_OUT 92
insert 52761 52761_IN 52761_OUT 104
insert 32418 32418_IN 32418_OUT 132
insert 42774 42774_IN 42774_OUT 128
insert 59778 59778_IN 59778_OUT 116
insert 46761 46761_IN 46761_OUT 140
insert 37269 37269_IN 37269_OUT 224
insert 49113 49113_IN 49113_OUT 116
insert 31647 31647_IN 31647_OUT 104
insert 30342 30342_IN 30342_OUT 95
insert 32394 32394_IN 32394_OUT 168
insert 33447 33447_IN 33447_OUT 92
insert 30537 30537_IN 30537_OUT 124
insert 59076 59076_IN 59076_OUT 96
insert 45993 45993_IN 45993_OUT 112
insert 55629 55629_IN 55629_OUT 104
insert 48681 48681_IN 48681_OUT 204
insert 44121 44121_IN 44121_OUT 157
insert 52905 52905_IN 52905_OUT 108
insert 47808 47808_IN 47808_OUT 104
insert 59871 59871_IN 59871_OUT 96
insert 53064 53064_IN 53064_OUT 100
insert 52131 52131_IN 52131_OUT 96
insert 58014 58014_IN 58014_OUT 140
insert 51114 51114_IN 51114_OUT 116
insert 55422 55422_IN 55422_OUT 212
insert 38253 38253_IN 38253_OUT 148
insert 45870 45870_IN 45870_OUT 96
insert 37644 37644_IN 37644_OUT 149
insert 35994 35994_IN 35994_OUT 116
insert 32232 32232_IN 32232_OUT 140
insert 40842 40842_IN 40842_OUT 156
insert 31212 31212_IN 31212_OUT 116
insert 33645 33645_IN 33645_OUT 200
insert 42420 42420_IN 42420_OUT 104
insert 54303 54303_IN 54303_OUT 96
insert 33282 33282_IN 33282_OUT 143
insert 37107 37107_IN 37107_OUT 156
insert 39612 39612_IN 39612_OUT 124
insert 34539 34539_IN 34539_OUT 116
insert 34635 34635_IN 34635_OUT 116
insert 40005 40005_IN 40005_OUT 200
insert 56982 56982_IN 56982_OUT 96
insert 49686 49686_IN 49686_OUT 120
insert 45639 45639_IN 45639_OUT 104
insert 51627 51627_IN 51627_OUT 96
insert 36693 36693_IN 36693_OUT 116
insert 52803 52803_IN 52803_OUT 105
insert 45147 45147_IN 45147_OUT 112
insert 34785 34785_IN 34785_OUT 144
insert 36555 36555_IN 36555_OUT 108
insert 49902 49902_IN 49902_OUT 204
insert 45645 45645_IN 45645_OUT 152
insert 55626 55626_IN 55626_OUT 104
insert 53172 53172_IN 53172_OUT 96
insert 32076 32076_IN 32076_OUT 104
insert 47598 47598_IN 47598_OUT 106
insert 36708 36708_IN 36708_OUT 156
insert 53544 53544_IN 53544_OUT 100
insert 36942 36942_IN 36942_OUT 92
insert 39138 39138_IN 39138_OUT 103
insert 50853 50853_IN 50853_OUT 96
insert 53313 53313_IN 53313_OUT 112
insert 35070 35070_IN 35070_OUT 96
insert 34626 34626_IN 34626_OUT 116
insert 40071 40071_IN 40071_OUT 117
insert 31983 31983_IN 31983_OUT 156
insert 38946 38946_IN 38946_OUT 96
insert 43128 43128_IN 43128_OUT 132
insert 39765 39765_IN 39765_OUT 100
insert 37311 37311_IN 37311_OUT 104
insert 58800 58800_IN 58800_OUT 96
insert 54201 54201_IN 54201_OUT 104
insert 48762 48762_IN 48762_OUT 96
insert 58965 58965_IN 58965_OUT 104
insert 57741 57741_IN 57741_OUT 224
insert 37803 37803_IN 37803_OUT 96
insert 38691 38691_IN 38691_OUT 104
insert 32037 32037_IN 32037_OUT 96
insert 37668 37668_IN 37668_OUT 104
insert 56382 56382_IN 56382_OUT 120
insert 41028 41028_IN 41028_OUT 184
insert 58851 58851_IN 58851_OUT 104
insert 30858 30858_IN 30858_OUT 164
insert 43137 43137_IN 43137_OUT 116
insert 39822 39822_IN 39822_OUT 100
insert 52365 52365_IN 52365_OUT 132
insert 53148 53148_IN 53148_OUT 100
insert 48903 48903_IN 48903_OUT 100
insert 33342 33342_IN 33342_OUT 96
insert 42345 42345_IN 42345_OUT 100
insert 55497 55497_IN 55497_OUT 96
insert 43083 43083_IN 43083_OUT 184
insert 40782 40782_IN 40782_OUT 104
insert 55149 55149_IN 55149_OUT 115
insert 58773 58773_IN 58773_OUT 96
insert 38682 38682_IN 38682_OUT 204
insert 40314 40314_IN 40314_OUT 184
insert 42480 42480_IN 42480_OUT 176
insert 44553 44553_IN 44553_OUT 224
insert 43290 43290_IN 43290_OUT 164
insert 40785 40785_IN 40785_OUT 148
insert 45915 45915_IN 45915_OUT 108
insert 52614 52614_IN 52614_OUT 116
insert 42030 42030_IN 42030_OUT 96
insert 41109 41109_IN 41109_OUT 168
insert 52368 52368_IN 52368_OUT 104
insert 34530 34530_IN 34530_OUT 104
insert 59022 59022_IN 59022_OUT 96
insert 57174 57174_IN 57174_OUT 104
insert 31215 31215_IN 31215_OUT 116
insert 30987 30987_IN 30987_OUT 112
insert 36180 36180_IN 36180_OUT 224
insert 57750 57750_IN 57750_OUT 145
insert 33300 33300_IN 33300_OUT 105
insert 42588 42588_IN 42588_OUT 104
insert 51288 51288_IN 51288_OUT 92
insert 30513 30513_IN 30513_OUT 109
insert 48390 48390_IN 48390_OUT 104
insert 39300 39300_IN 39300_OUT 96
insert 48591 48591_IN 48591_OUT 104
insert 41589 41589_IN 41589_OUT 264
insert 48747 48747_IN 48747_OUT 156
insert 37410 37410_IN 37410_OUT 96
insert 43839 43839_IN 43839_OUT 104
insert 44349 44349_IN 44349_OUT 96
insert 50778 50778_IN 50778_OUT 116
insert 34050 34050_IN 34050_OUT 96
insert 48927 48927_IN 48927_OUT 104
insert 41463 41463_IN 41463_OUT 96
insert 38841 38841_IN 38841_OUT 360
insert 46239 46239_IN 46239_OUT 118
insert 31395 31395_IN 31395_OUT 146
insert 42990 42990_IN 42990_OUT 112
insert 59190 59190_IN 59190_OUT 96
insert 37938 37938_IN 37938_OUT 104
insert 32922 32922_IN 32922_OUT 96
insert 35274 35274_IN 35274_OUT 116
insert 42522 42522_IN 42522_OUT 284
insert 50595 50595_IN 50595_OUT 160
insert 33036 33036_IN 33036_OUT 168
insert 55035 55035_IN 55035_OUT 192
insert 48363 48363_IN 48363_OUT 247
insert 58551 58551_IN 58551_OUT 96
insert 40485 40485_IN 40485_OUT 104
insert 57078 57078_IN 57078_OUT 196
insert 30165 30165_IN 30165_OUT 104
insert 59583 59583_IN 59583_OUT 96
insert 54636 54636_IN 54636_OUT 104
insert 42561 42561_IN 42561_OUT 96
insert 59934 59934_IN 59934_OUT 117
insert 34293 34293_IN 34293_OUT 132
insert 56979 56979_IN 56979_OUT 96
insert 46383 46383_IN 46383_OUT 104
insert 50289 50289_IN 50289_OUT 96
insert 34611 34611_IN 34611_OUT 104
insert 56325 56325_IN 56325_OUT 256
insert 49470 49470_IN 49470_OUT 96
insert 33126 33126_IN 33126_OUT 100
insert 56100 56100_IN 56100_OUT 164
insert 57582 57582_IN 57582_OUT 108
insert 30789 30789_IN 30789_OUT 104
insert 48585 48585_IN 48585_OUT 96
insert 53523 53523_IN 53523_OUT 104
insert 52731 52731_IN 52731_OUT 96
insert 45132 45132_IN 45132_OUT 211
insert 48447 48447_IN 48447_OUT 192
insert 38628 38628_IN 38628_OUT 104
insert 39027 39027_IN 39027_OUT 100
insert 54150 54150_IN 54150_OUT 121
insert 52941 52941_IN 52941_OUT 104
insert 51732 51732_IN 51732_OUT 96
insert 44532 44532_IN 44532_OUT 104
insert 38016 38016_IN 38016_OUT 96
insert 48420 48420_IN 48420_OUT 104
insert 33861 33861_IN 33861_OUT 300
insert 55227 55227_IN 55227_OUT 92
insert 51543 51543_IN 51543_OUT 100
insert 32544 32544_IN 32544_OUT 108
insert 46071 46071_IN 46071_OUT 116
insert 32007 32007_IN 32007_OUT 96
insert 55701 55701_IN 55701_OUT 104
insert 59661 59661_IN 59661_OUT 95
insert 48174 48174_IN 48174_OUT 104
insert 51600 51600_IN 51600_OUT 172
insert 38526 38526_IN 38526_OUT 104
insert 59460 59460_IN 59460_OUT 97
insert 46056 46056_IN 46056_OUT 144
insert 44796 44796_IN 44796_OUT 244
insert 41082 41082_IN 41082_OUT 156
insert 51978 51978_IN 51978_OUT 204
insert 47166 47166_IN 47166_OUT 116
insert 44679 44679_IN 44679_OUT 100
insert 50652 50652_IN 50652_OUT 99
insert 32250 32250_IN 32250_OUT 100
insert 57345 57345_IN 57345_OUT 108
insert 54705 54705_IN 54705_OUT 108
insert 39618 39618_IN 39618_OUT 117
insert 42147 42147_IN 42147_OUT 100
insert 32517 32517_IN 32517_OUT 264
insert 50544 50544_IN 50544_OUT 124
insert 48003 48003_IN 48003_OUT 96
insert 47256 47256_IN 47256_OUT 104
insert 38328 38328_IN 38328_OUT 120
insert 30093 30093_IN 30093_OUT 104
insert 59271 59271_IN 59271_OUT 96
insert 35223 35223_IN 35223_OUT 112
insert 57699 57699_IN 57699_OUT 192
insert 33486 33486_IN 33486_OUT 96
insert 44901 44901_IN 44901_OUT 104
insert 53049 53049_IN 53049_OUT 96
insert 49233 49233_IN 49233_OUT 124
insert 53442 53442_IN 53442_OUT 96
insert 53934 53934_IN 53934_OUT 104
insert 35448 35448_IN 35448_OUT 96
insert 38775 38775_IN 38775_OUT 104
insert 32637 32637_IN 32637_OUT 300
insert 59499 59499_IN 59499_OUT 108
insert 48654 48654_IN 48654_OUT 100
insert 57636 57636_IN 57636_OUT 100
insert 57060 57060_IN 57060_OUT 100
insert 38952 38952_IN 38952_OUT 96
insert 40647 40647_IN 40647_OUT 136
insert 58431 58431_IN 58431_OUT 132
insert 51393 51393_IN 51393_OUT 120
insert 57288 57288_IN 57288_OUT 208
insert 50643 50643_IN 50643_OUT 116
insert 33066 33066_IN 33066_OUT 96
insert 57960 57960_IN 57960_OUT 104
insert 41472 41472_IN 41472_OUT 96
insert 44118 44118_IN 44118_OUT 104
insert 59136 59136_IN 59136_OUT 140
insert 48351 48351_IN 48351_OUT 104
insert 36486 36486_IN 36486_OUT 140
insert 48657 48657_IN 48657_OUT 280
insert 47151 47151_IN 47151_OUT 120
insert 44871 44871_IN 44871_OUT 104
insert 54000 54000_IN 54000_OUT 97
insert 34770 34770_IN 34770_OUT 100
insert 52881 52881_IN 52881_OUT 152
insert 52125 52125_IN 52125_OUT 96
insert 34575 34575_IN 34575_OUT 103
insert 32172 32172_IN 32172_OUT 92
insert 38211 38211_IN 38211_OUT 300
